Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,_1,Talk time,Colors,Price,3G bands,4G bands,Speed,GPU,Features,_1_1,Features_1,Stand-by,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Protection,Charging,NFC,SAR EU,Music play,SAR,Browser,Keyboard,Dual,Infrared port,Build,Phonebook,Call records,Messaging,Games,Java,Alert types,Clock,Alarm,Languages,Triple,Dual_1,Quad
karbonn,Karbonn A2,https://cdn2.gsmarena.com/vv/bigpic/karbonn-a2.jpg,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2013, March. Released 2013, March",Discontinued,124 x 63.6 x 12.4 mm (4.88 x 2.50 x 0.49 in),110 g (3.88 oz),Dual SIM (Mini-SIM),Li-Ion 1750 mAh battery,Capacitive touchscreen,"4.0 inches, 45.5 cm2 (~57.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 2.3.6 (Gingerbread),,,"microSD, up to 32 GB (dedicated slot)",200 MB,3.15 MP,Yes,Yes,,Yes,Yes,No,Yes,No,FM radio,Proprietary,Accelerometer,,Up to 3 h 30 min,White/Black,About 70 EUR,,,,,,,,Up to 120 h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karbonn,Karbonn S5 Titanium,https://cdn2.gsmarena.com/vv/bigpic/karbonn-s5-titanium.jpg,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,Yes,"2013, March. Released 2013, May",Discontinued,144 x 72 x 9 mm (5.67 x 2.83 x 0.35 in),200 g (7.05 oz),Dual SIM (Mini-SIM),Removable Li-Ion 2000 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 4.1 (Jelly Bean),Qualcomm MSM8225Q Snapdragon S4 Play,Quad-core 1.2 GHz Cortex-A5,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM","8 MP, AF",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,Up to 13 h (2G) / Up to 11 h (3G),Blue,About 160 EUR,HSDPA 2100,,HSPA 7.2/0.384 Mbps,Adreno 203,LED flash,,,Up to 200 h (2G) / Up to 200 h (3G),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karbonn,Karbonn S1 Titanium,https://cdn2.gsmarena.com/vv/bigpic/karbonn-s1.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2013, January. Released 2013, January",Discontinued,134.6 x 66 x 9.3 mm (5.30 x 2.60 x 0.37 in),-,Dual SIM (Mini-SIM),Li-Ion 1600 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.8% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Android 4.1 (Jelly Bean),,Quad-core 1.2 GHz,"microSD, up to 32 GB (dedicated slot)","4 GB, 1 GB RAM","5 MP, AF",Yes,Yes,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,Up to 4 h,"Black, White",About 150 EUR,HSDPA 2100,,HSPA,,LED flash,,,Up to 200 h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karbonn,Karbonn Smart Tab 9,https://cdn2.gsmarena.com/vv/bigpic/karbonn-st9.jpg,No cellular connectivity,N/A,No,No,2012. Released 2012,Discontinued,-,-,No,No,TFT capacitive touchscreen,"9.0 inches, 230.5 cm2","480 x 800 pixels, 5:3 ratio (~104 ppi density)",Android 4.0.4 (Ice Cream Sandwich),,1.2 GHz,"microSD, up to 32 GB (dedicated slot)","2 GB, 512 MB RAM",1.3 MP,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,No,Proprietary,Accelerometer,Non-removable Li-Ion 4000 mAh battery,Up to 6 h (multimedia),Black/White,About 90 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karbonn,Karbonn Smart Tab 8,https://cdn2.gsmarena.com/vv/bigpic/karbonn-st8.jpg,No cellular connectivity,N/A,No,No,2012. Released 2012,Discontinued,-,-,No,HDMI port,TFT capacitive touchscreen,"8.0 inches, 198.2 cm2","1024 x 768 pixels, 4:3 ratio (~160 ppi density)",Android 4.1.1 (Jelly Bean),,Dual-core 1.5 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)","1.5 GB, 1 GB RAM",3.15 MP,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,No,Proprietary,Accelerometer,Non-removable Li-Ion 4500 mAh battery,,Black/White,About 100 EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karbonn,Karbonn Smart Tab 10,https://cdn2.gsmarena.com/vv/bigpic/karbonn-st10.jpg,No cellular connectivity,N/A,No,No,2012. Released 2012,Discontinued,-,-,No,HDMI port,TFT capacitive touchscreen,"9.7 inches, 291.4 cm2","1024 x 768 pixels, 4:3 ratio (~132 ppi density)",Android 4.1.1 (Jelly Bean),,Dual-core 1.5 GHz Cortex-A9,"microSD, up to 32 GB (dedicated slot)","1.5 GB, 1 GB RAM",2 MP,Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,Yes,No,No,Proprietary,Accelerometer,Non-removable Li-Ion 6000 mAh battery,,Black/White,About 140 EUR,,,,Mali-400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karbonn,Karbonn Smart Tab2,https://cdn2.gsmarena.com/vv/bigpic/karbonn-st72.jpg,No cellular connectivity,N/A,No,No,2012. Released 2012,Discontinued,-,-,No,No,TFT capacitive touchscreen,"7.0 inches, 139.5 cm2","480 x 800 pixels, 5:3 ratio (~133 ppi density)",Android 4.1 (Jelly Bean),,1.2 GHz,"microSD, up to 32 GB (dedicated slot)","1 GB, 512 MB RAM",2 MP,Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP",No,No,Proprietary,Accelerometer,HDMI port,Up to 7 h (multimedia),Black/White,About 70 EUR,,,,,,Non-removable Li-Ion 3700 mAh battery,,,,,,,,,Corning Gorilla Glass,,,,,,,,,,,,,,,,,,,,,,
karbonn,Karbonn Smart Tab 7,https://cdn2.gsmarena.com/vv/bigpic/karbonn-st7.jpg,No cellular connectivity,N/A,No,No,2012. Released 2012,Discontinued,-,-,No,No,TFT capacitive touchscreen,"8.0 inches, 182.2 cm2","480 x 800 pixels, 5:3 ratio (~117 ppi density)","Android 4.0 (Ice Cream Sandwich), upgradable to 4.1 (Jelly Bean)",Vivante GC860,1.2 GHz,"microSD, up to 32 GB (dedicated slot)","1 GB, 512 MB RAM",2 MP,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",No,No,Proprietary,Accelerometer,HDMI port,Up to 7 h (multimedia),Black/White,About 80 EUR,,,,Mali-400,,Non-removable Li-Ion 3700 mAh battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karbonn,Karbonn KT21 Express,https://cdn2.gsmarena.com/vv/bigpic/karbonn-kt21.jpg,No cellular connectivity,GSM - SIM 1 & SIM 2,Yes,Yes,2012,Discontinued,-,-,Dual SIM (Mini-SIM),No,TFT capacitive touchscreen,"2.8 inches, 24.3 cm2","240 x 320 pixels, 4:3 ratio",,,,"microSD, up to 32 GB (dedicated slot)",,3.15 MP,Yes,,,Yes,Yes,No,2.0,No,"FM radio, recording",microUSB,Proximity,Audio/video player Photo viewer Organizer,,Black,About 40 EUR,,,,,LED flash,Removable Li-Ion 1000 mAh battery,,,,,,,,,,,,,,,,,,,,2000 entries,Yes,"SMS, MMS, Email",Yes,Yes,,,,,,,
karbonn,Karbonn K65 Buzz,https://cdn2.gsmarena.com/vv/bigpic/karbonn-k65-buzz.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,Yes,2012,Discontinued,-,-,Dual SIM (Mini-SIM),No,TFT capacitive touchscreen,"3.5 inches, 37.9 cm2","320 x 480 pixels, 4:3 ratio",,,,"microSD, up to 8 GB (dedicated slot)",,2 MP,Yes,,,Yes,Yes,No,2.0,No,"FM radio, recording",microUSB,,Audio/video player Photo viewer Organizer,,White,About 40 EUR,,,,,,Removable Li-Ion 1200 mAh battery,,,,,,,,,,,,1.08 W/kg (head),,,,,,,,Yes,Yes,"SMS, MMS",Yes,Yes,,,,,,,
karbonn,Karbonn K9 Jumbo,https://cdn2.gsmarena.com/vv/bigpic/karbonn-k9.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,Yes,2012,Discontinued,115 x 50 x 15.5 mm (4.53 x 1.97 x 0.61 in),112 g (3.95 oz),Dual SIM (Mini-SIM),No,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~31.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,"microSD, up to 16 GB (dedicated slot)",,1.3 MP,480p,,,Yes,Yes,No,2.0,No,"FM radio, recording",microUSB,,Audio/video player Photo viewer Organizer Voice memo,Up to 6 h,"Black, Red",About 30 EUR,,,,,,Removable Li-Ion 1800 mAh battery,,Up to 300 h,,,,,,,,,,,,,,,,,,1000 entries,Yes,"SMS, MMS",Yes,Yes,,,,,,,
karbonn,Karbonn A9,https://cdn2.gsmarena.com/vv/bigpic/karbonn-a9.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2012,Discontinued,120 x 60.5 x 11.3 mm (4.72 x 2.38 x 0.44 in),-,Dual SIM (Mini-SIM),Removable Li-Ion 1600 mAh battery,"TFT capacitive touchscreen, 256K colors","3.8 inches, 41.1 cm2 (~56.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)",Android 2.3.6 (Gingerbread),,1.0 GHz,"microSD, up to 32 GB (dedicated slot)",512 MB,"5 MP, AF",Yes,Yes,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP",Yes,FM radio,microUSB 2.0,"Accelerometer, proximity",,Up to 4 h,"Black, White",About 110 EUR,HSDPA,,HSPA,,LED flash,,,Up to 200 h,,,,,,,,,,,,0.68 W/kg (head),,,,,,,,,,,,,,,,,
karbonn,Karbonn KT62,https://cdn2.gsmarena.com/vv/bigpic/karbonn-kt62.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,2012,Discontinued,100 x 55 x 13 mm (3.94 x 2.17 x 0.51 in),85 g (3.00 oz),Dual SIM (Mini-SIM),No,TFT touchscreen,"2.8 inches, 24.3 cm2 (~44.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,,,"microSD, up to 8 GB (dedicated slot)",,Yes,Yes,,,Yes,Yes,No,2.0,No,FM radio,microUSB,,Audio/video player Photo viewer Organizer,Up to 3 h,Black/Red,About 30 EUR,,,,,,Removable Li-Ion 1000 mAh battery,,Up to 200 h,,,,,,,,,,1.04 W/kg (head),,,,,,,,500 entries,Yes,"SMS, MMS",Yes,Yes,,,,,,,
karbonn,Karbonn K52 Groovster,https://cdn2.gsmarena.com/vv/bigpic/karbonn-k52.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,2012,Discontinued,115 x 52 x 15.2 mm (4.53 x 2.05 x 0.60 in),-,Dual SIM (Mini-SIM),No,TFT,"2.4 inches, 17.8 cm2 (~29.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,"microSD, up to 8 GB (dedicated slot)",,1.3 MP,Yes,,,Yes,No,No,2.0,No,"FM radio, recording",microUSB,,Audio/video player Photo viewer Organizer,Up to 6 h,"Black/Red, Silver/Black",About 20 EUR,,,,,,Li-Ion 1800 mAh battery,,Up to 600 h,,,,,,,,,,0.58 W/kg (head),,,,,,,,500 entries,Yes,"SMS, MMS",Yes,Yes,,,,,,,
karbonn,Karbonn K309 Boombastic,https://cdn2.gsmarena.com/vv/bigpic/karbonn-k309.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,2012,Discontinued,113 x 49 x 15.2 mm (4.45 x 1.93 x 0.60 in),85 g (3.00 oz),Dual SIM (Mini-SIM),Dedicated music keys Flashlight,"TFT, 65K colors",", -",176 x 220 pixels,,,,"microSD, up to 8 GB (dedicated slot)",,VGA,,,,Yes,No,No,2.0,No,FM radio,microUSB,,No,Up to 5 h,Black/Red,About 20 EUR,,,,,,Removable Li-Ion 1500 mAh battery,,Up to 400 h,,,,,,,,,,0.75 W/kg (head),,,,,,,,200 entries,Yes,SMS,Yes,Yes,,,,,,,
karbonn,Karbonn K4+ Titan,https://cdn2.gsmarena.com/vv/bigpic/karbonn-k4+.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,2012,Discontinued,118.8 x 52.5 x 14.9 mm (4.68 x 2.07 x 0.59 in),95 g (3.35 oz),Dual SIM (Mini-SIM),No,"TFT, 65K colors","2.6 inches, 20.9 cm2 (~33.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,"microSD, up to 8 GB (dedicated slot)",,1.3 MP,Yes,,,"Yes, with stereo speakers",No,No,2.0,No,FM radio; Wireless FM,microUSB,,Audio/video player Photo viewer Organizer,Up to 10 h,"Black/Silver, White/Black",About 30 EUR,,,,,,Li-Ion 2200 mAh battery,,Up to 600 h,,,,,,,,,,0.95 W/kg (head),,,,,,,,500 entries,Yes,"SMS, MMS",Yes,Yes,,,,,,,
karbonn,Karbonn K707 Spy II,https://cdn2.gsmarena.com/vv/bigpic/karbonn-k707.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,2012,Discontinued,118.9 x 49.8 x 15.7 mm (4.68 x 1.96 x 0.62 in),100 g (3.53 oz),Dual SIM (Mini-SIM),Flashlight,"TFT, 65K colors","2.4 inches, 17.8 cm2 (~30.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,"microSD, up to 8 GB (dedicated slot)",,1.3 MP,Yes,,,Yes,Yes,No,2.0,No,"FM radio, recording",microUSB,,No,Up to 8 h,"Black/Silver, Black/Red",About 20 EUR,,,,,,Li-Ion 1800 mAh battery,,Up to 600 h,,,,,,,,,,1.32 W/kg (head),,,,,,,,1000 entries,Yes,"SMS, MMS",Yes,Yes,,,,,,,
karbonn,Karbonn K451+ Sound Wave,https://cdn2.gsmarena.com/vv/bigpic/karbonn-k451.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,2012,Discontinued,116.5 x 51.9 x 14.6 mm (4.59 x 2.04 x 0.57 in),-,Dual SIM (Mini-SIM),No,"TFT, 65K colors","2.4 inches, 17.8 cm2 (~29.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,"microSD, up to 8 GB (dedicated slot)",,1.3 MP,Yes,,,Yes,Yes,No,2.0,No,"FM radio, recording",microUSB,,Audio/video player Photo viewer Organizer,Up to 8 h,Silver/Black,About 20 EUR,,,,,,Li-Ion 1800 mAh battery,,Up to 500 h,,,,,,,,,,0.45 W/kg (head),,,,,,,,500 entries,Yes,"SMS, MMS",Yes,Yes,,,,,,,
karbonn,Karbonn K102+ Flair,https://cdn2.gsmarena.com/vv/bigpic/karbonn-k102+.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,2012,Discontinued,108.9 x 45.6 x 14.5 mm (4.29 x 1.80 x 0.57 in),80 g (2.82 oz),Dual SIM (Mini-SIM),No,"TFT, 65K colors",", -",176 x 220 pixels,,,,"microSD, up to 8 GB (dedicated slot)",,VGA,Yes,,,Yes,No,No,2.0,No,FM radio,microUSB,,Audio/video player Photo viewer Organizer,Up to 4 h,"Golden/White, Black/Red",About 20 EUR,,,,,,Li-Ion 1000 mAh battery,,Up to 250 h,,,,,,,,,,0.94 W/kg (head),,,,,,,,500 entries,Yes,"SMS, MMS",Yes,Yes,,,,,,,
karbonn,Karbonn KC540 Blaze,https://cdn2.gsmarena.com/vv/bigpic/karbonn-kc540.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,2012,Discontinued,111.2 x 46.8 x 13.9 mm (4.38 x 1.84 x 0.55 in),80 g (2.82 oz),Dual SIM (Mini-SIM),No,"TFT, 65K colors","2.2 inches, 15.0 cm2 (~28.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,"microSD, up to 4 GB (dedicated slot)",,1.3 MP,Yes,,,Yes,No,No,2.0,No,"FM radio, recording",microUSB,,Audio/video player Photo viewer Organizer,Up to 4 h,White,About 40 EUR,,,,,,Removable Li-Ion 1000 mAh battery,,Up to 150 h,,,,,,,,,,0.70 W/kg (head),,,,,,,,500 entries,Yes,"SMS, MMS",Yes,Yes,,,,,,,
karbonn,Karbonn K1+ Stereo,https://cdn2.gsmarena.com/vv/bigpic/karbonn-k1+.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,2012,Discontinued,109 x 44 x 14.4 mm (4.29 x 1.73 x 0.57 in),78 g (2.75 oz),Dual SIM (Mini-SIM),No,"TFT, 65K colors","1.77 inches, 9.9 cm2 (~20.6% screen-to-body ratio)",128 x 160 pixels (~116 ppi density),,,,"microSD, up to 8 GB (dedicated slot)",,VGA,Yes,,,Yes,No,No,2.0,No,FM radio,microUSB,,Audio/video player Photo viewer Organizer,Up to 5 h,"White/Black, Black/Red",About 30 EUR,,,,,,Removable Li-Ion 1000 mAh battery,,Up to 250 h,,,,,,,,,,0.85 W/kg (head),,,,,,,,250 entries,Yes,SMS,Yes,Yes,,,,,,,
karbonn,Karbonn A1+,https://cdn2.gsmarena.com/vv/bigpic/karbonn-a1+.jpg,GSM,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2012,Discontinued,114.5 x 60.6 x 13.8 mm (4.51 x 2.39 x 0.54 in),130 g (4.59 oz),Dual SIM (Mini-SIM),Mobile TV,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~52.6% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.3.6 (Gingerbread),,1.0 GHz,"microSD, up to 32 GB (dedicated slot)",256 MB RAM,3 MP,Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP",No,FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1500 mAh battery,Up to 4 h,Ivory White,About 50 EUR,,,,,,,,Up to 240 h,,,,,,,,,,,,0.66 W/kg (head),,,,,,,,,,,,,,,,,
karbonn,Karbonn A21,https://cdn2.gsmarena.com/vv/bigpic/karbonn-a21.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2012,Discontinued,-,-,Dual SIM (Mini-SIM),Removable Li-Ion 1800 mAh battery,"TFT capacitive touchscreen, 256K colors","4.5 inches, 57.6 cm2","480 x 800 pixels, 5:3 ratio (~207 ppi density)",Android 4.0 (Ice Cream Sandwich),,Dual-core 1.2 GHz,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM","5 MP, AF",Yes,1.3 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity",,Up to 5 h,Pearl White,About 130 EUR,HSDPA 2100,,HSPA 7.2/0.384 Mbps,,LED flash,,,Up to 200 h,,,,,,,,,,0.44 W/kg (head),,,,,,,,,,,,,,,,,,,
karbonn,Karbonn A11,https://cdn2.gsmarena.com/vv/bigpic/karbonn-a11.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2012,Discontinued,-,-,Dual SIM (Mini-SIM),Li-Ion 1500 mAh battery,"TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm2","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0.4 (Ice Cream Sandwich),,1.0 GHz,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM","5 MP, AF",Yes,1.3 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity",,Up to 5 h,Black/White,About 100 EUR,HSDPA 2100,,HSPA 7.2/0.384 Mbps,,LED flash,,,Up to 200 h,,,,,,,,,,1.12 W/kg (head),,,,,,,,,,,,,,,,,,,
karbonn,Karbonn K36+ Jumbo Mini,https://cdn2.gsmarena.com/vv/bigpic/karbonn-k36+.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,No,2012,Discontinued,111 x 47 x 16.5 mm (4.37 x 1.85 x 0.65 in),92 g (3.25 oz),Dual SIM (Mini-SIM),No,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~19.5% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,"microSD, up to 8 GB (dedicated slot)",,VGA,Yes,,,Yes,No,No,2.0,No,"FM radio, recording",microUSB,,Audio/video player Photo viewer Organizer,Up to 8 h,Black,About 20 EUR,,,,,,Li-Ion 1800 mAh battery,,Up to 400 h,,,,,,,,,,,,,,,,,,500 entries,Yes,SMS,Yes,Yes,,,,,,,
karbonn,Karbonn K101+ Media Champ,https://cdn2.gsmarena.com/vv/bigpic/karbonn-k101+.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,No,2012,Discontinued,104 x 44.7 x 15.3 mm (4.09 x 1.76 x 0.60 in),69 g (2.43 oz),Dual SIM (Mini-SIM),No,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~21.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,"microSD, up to 8 GB (dedicated slot)",,VGA,Yes,,,Yes,No,No,2.0,No,"FM radio, recording",microUSB,,Audio/video player Photo viewer Organizer,Up to 5 h,"Black, Black/Red",About 10 EUR,,,,,,Li-Ion 800 mAh battery,,Up to 240 h,,,,,,,,,,0.95 W/kg (head),,,,,,,,500 entries,Yes,SMS,Yes,Yes,,,,,,,
karbonn,Karbonn K440,https://cdn2.gsmarena.com/vv/bigpic/karbonn-k440.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,No,2012,Discontinued,119.5 x 54 x 13.5 mm (4.70 x 2.13 x 0.53 in),-,Dual SIM (Mini-SIM),No,"TFT, 256K colors","2.6 inches, 20.9 cm2 (~32.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~154 ppi density)",,,,"microSD, up to 16 GB (dedicated slot)",,1.3 MP,Yes,,,Yes,No,No,2.0,No,"FM radio, recording",microUSB,,Audio/video player Photo viewer Organizer,Up to 12 h,"Black/White, Black/Red",About 30 EUR,,,,,,Li-Ion 2100 mAh battery,,Up to 800 h,,,,,,,,,,,,,,,,,,1000 entries,Yes,"SMS, MMS",Yes,Yes,,,,,,,
karbonn,Karbonn A9+,https://cdn2.gsmarena.com/vv/bigpic/karbonn-A9+.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2012,Discontinued,120 x 60.5 x 11.3 mm (4.72 x 2.38 x 0.44 in),-,Dual SIM (Mini-SIM),Removable Li-Ion 1420 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~62.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0 (Ice Cream Sandwich),,Dual-core 1.2 GHz,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM","5 MP, AF",Yes,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",2.0,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,Up to 4 h,Pearl White,About 120 EUR,HSDPA 2100,,HSPA 7.2/0.384 Mbps,,LED flash,,,Up to 200 h,,,,,,,,,,,,0.66 W/kg (head),,,,,,,,,,,,,,,,,
karbonn,Karbonn K11+,https://cdn2.gsmarena.com/vv/bigpic/karbonn-k11+.jpg,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,No,No,2012,Discontinued,-,61 g (2.15 oz),Dual SIM (Mini-SIM),No,"TFT, 65K colors","2.4 inches, 17.8 cm2","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,"microSD, up to 8 GB (dedicated slot)",,VGA,Yes,,,Yes,No,No,2.0,No,FM radio,microUSB,,Audio/video player Photo viewer Organizer,Up to 3 h,"Black/Red, White/Black",About 30 EUR,,,,,,Removable Li-Ion 1000 mAh battery,,Up to 280 h,,,,,,,,,,,,,,,,,,300 entries,Yes,SMS,Yes,Yes,,,,,,,
karbonn,Karbonn A15,https://cdn2.gsmarena.com/vv/bigpic/karbonn-a15.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2012,Discontinued,-,-,Dual SIM (Mini-SIM),No,TFT touchscreen,"4.0 inches, 45.5 cm2","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0.4 (Ice Cream Sandwich),,1.0 GHz,"microSD, up to 32 GB (dedicated slot)","4 GB (2.5 GB user available), 512 MB RAM",3.15 MP,Yes,,,Yes,Yes,Wi-Fi 802.11 b/g/n,2.0,"Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1420 mAh battery,,Black,About 80 EUR,HSDPA 2100,,HSPA 7.2/0.384 Mbps,,,,,Up to 150 h,,,,,,,,,,,,0.59 W/kg (head),,,,,,,,,,,,,,,,,
karbonn,Karbonn A30,https://cdn2.gsmarena.com/vv/bigpic/karbonn-a30.jpg,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,2012,Discontinued,166 x 91 x 10.7 mm (6.54 x 3.58 x 0.42 in),280 g (9.88 oz),Dual SIM (Mini-SIM),Li-Ion 2500 mAh battery,"TFT capacitive touchscreen, 256K colors","5.9 inches, 99.1 cm2 (~65.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~158 ppi density)",Android 4.0.4 (Ice Cream Sandwich),,Dual-core 1.0 GHz,"microSD, up to 32 GB (dedicated slot)","4 GB, 512 MB RAM","8 MP, AF",Yes,1.3 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.0,"Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,Up to 10 h,Black/White,About 160 EUR,HSDPA 2100,,HSPA 7.2/0.384 Mbps,,LED flash,,,Up to 600 h,,,,,,,,,,0.46 W/kg (head),,,,,,,,,,,,,,,,,,,
